residue	time_spent
2147416415	674.932000
4295034530	675.541000
6442484559	661.293000
8589934588	677.464000
50423	645.342000
27917337842	630.841000
4294984103	666.592000
15032335114	641.429000
17179919603	658.077000
2147433228	666.281000
4	655.830000
6442450941	679.734000
10737401434	647.991000
2147483643	675.916000
4295034530	653.768000
12884969118	665.159000
4294933684	655.948000
2147483651	662.831000
15032520001	655.283000
2147517261	666.818000
21474903698	638.398000
33622	672.564000
84041	663.095000
8589934588	657.729000
2147450033	688.383000
8590035438	655.852000
4294984103	640.127000
2147534066	670.756000
33618	693.491000
8589985011	666.987000
8589934584	675.908000
8590069052	682.371000
2147483651	640.600000
4294967294	654.810000
6442585397	620.468000
33618	645.581000
2147500452	662.945000
4294967294	653.809000
4294883265	652.367000
2147584497	658.959000
6442551787	612.503000
6442501364	650.315000
6442501372	633.159000
51539775622	625.626000
2147433232	648.837000
23622404166	653.264000
4294950489	675.608000
10737468662	666.027000
4294883257	636.277000
6442450949	648.900000
4295000912	641.981000
4294933680	651.554000
15032419147	655.986000
4295034530	641.752000
10737435040	655.717000
12884901890	669.475000
4294967290	694.425000
8590018633	648.760000
0	647.688000
2147450033	661.100000
10737468666	646.413000
4	620.107000
12884918691	663.112000
4295000912	668.342000
2147500460	680.731000
4295000920	663.594000
4294950485	642.171000
0	637.286000
6442501356	642.627000
6442434140	636.810000
33618	678.441000
12884952305	645.375000
50423	645.655000
16809	664.291000
0	655.615000
2147534066	659.698000
2147483639	665.050000
12884952301	657.200000
2147500460	641.932000
2147517261	663.527000
12884918703	632.706000
17179919603	649.924000
6442501368	615.333000
2147483643	645.999000
33610	641.774000
2147534070	648.023000
19327453673	631.389000
2147466838	644.706000
4294933672	636.403000
4294900070	613.683000
2147466838	671.438000
2147483643	653.038000
2147483655	647.977000
6442484559	601.443000
8589917775	640.316000
8589900982	643.449000
2147500456	648.900000
33614	627.070000
2147500452	642.427000
2147433220	643.244000
